id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,canal_acquisition,date_debut,date_fin,est_actif,segment_client,region_admin
3771,C00460,Said Benjelloun,18-24,f,Safi,marketplace,2026-05-08,9999-12-31,True,Bronze,
3772,C01996,Mohamed Benjelloun,25-34,f,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
3773,C03324,Youssef Skalli,35-44,m,Agadir,marketplace,2026-05-08,9999-12-31,True,Bronze,
3774,C00809,Amina Kettani,35-44,f,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
3775,C06003,Mustapha El Idrissi,18-24,f,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
3776,C02454,Nawal Bouazza,55-64,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3777,C04150,Dounia Benkirane,55-64,f,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
3778,C01460,Karim Bennani,18-24,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3779,C03325,Hind Alaoui,25-34,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3780,C01347,Zakaria Kettani,35-44,f,Nador,web,2026-05-08,9999-12-31,True,Bronze,
3781,C01042,Hind Skalli,55-64,f,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3782,C01019,Omar Benkirane,18-24,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3783,C03089,Loubna Cherkaoui,25-34,m,Safi,web,2026-05-08,9999-12-31,True,Bronze,
3784,C00593,Reda Amrani,18-24,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3785,C04477,Fatima Rahmouni,55-64,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3786,C02836,Amina Skalli,65+,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3787,C01978,Nawal Tazi,18-24,m,Safi,referral,2026-05-08,9999-12-31,True,Bronze,
3788,C07742,Ahmed Bouazza,55-64,f,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3789,C05868,Karim Tahiri,25-34,f,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
3790,C01872,Wafae Sefrioui,35-44,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3791,C07713,Hind Kettani,25-34,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
3792,C05543,Asmae Kettani,55-64,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3793,C04738,Adil El Ouazzani,45-54,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3794,C06734,Soufiane Bennani,35-44,m,Kénitra,web,2026-05-08,9999-12-31,True,Bronze,
3795,C04770,Rim Skalli,65+,f,Agadir,marketplace,2026-05-08,9999-12-31,True,Bronze,
3796,C04740,Driss Tazi,55-64,m,Meknès,mobile,2026-05-08,9999-12-31,True,Bronze,
3797,C03983,Mehdi Sefrioui,45-54,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3798,C05755,Reda El Mansouri,55-64,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3799,C06663,Brahim Cherkaoui,18-24,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3800,C05608,Driss Kettani,35-44,f,Tétouan,social_media,2026-05-08,9999-12-31,True,Bronze,
3801,C00355,Imad El Ouazzani,55-64,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3802,C06370,Loubna Haddad,25-34,f,Oujda,mobile,2026-05-08,9999-12-31,True,Bronze,
3803,C04248,Dounia Bouzid,25-34,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3804,C02885,Mohamed El Mansouri,25-34,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3805,C02406,Ali Benjelloun,25-34,f,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
3806,C00003,Ghita El Mansouri,25-34,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3807,C07020,Houda Benkirane,45-54,m,Safi,web,2026-05-08,9999-12-31,True,Bronze,
3808,C07905,Dounia Naciri,35-44,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3809,C02593,Zakaria Kettani,45-54,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3810,C00626,Ali Sefrioui,35-44,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3811,C07983,Loubna Kettani,45-54,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3812,C00447,Said El Idrissi,18-24,f,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
3813,C04503,Amine Ouahbi,18-24,m,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
3814,C06832,Nadia El Ouazzani,25-34,f,Tétouan,mobile,2026-05-08,9999-12-31,True,Bronze,
3815,C07862,Sara Lahlou,55-64,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
3816,C04531,Mohamed Benjelloun,35-44,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
3817,C01979,Hind Kettani,25-34,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
3818,C06535,Loubna Ouahbi,18-24,f,Tétouan,social_media,2026-05-08,9999-12-31,True,Bronze,
3819,C01029,Ali Tazi,35-44,m,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
3820,C07143,Imad Lahlou,35-44,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3821,C00494,Amine Benali,25-34,m,Béni Mellal,social_media,2026-05-08,9999-12-31,True,Bronze,
3822,C02935,Houda El Ouazzani,45-54,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
3823,C04562,Mustapha Berrada,55-64,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
3824,C03835,Ali Rahmouni,45-54,m,Nador,referral,2026-05-08,9999-12-31,True,Bronze,
3825,C05680,Adil Berrada,35-44,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3826,C06818,Driss Ziani,55-64,f,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
3827,C07456,Mustapha Bennani,55-64,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3828,C07292,Ilham Tahiri,55-64,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
3829,C01499,Hamza Ouahbi,25-34,f,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
3830,C04917,Sara Cherkaoui,25-34,m,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
3831,C05735,Soufiane Ouahbi,25-34,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3832,C01798,Ali Bouzid,45-54,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3833,C03007,Nawal Alaoui,18-24,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3834,C01061,Salma Bouzid,35-44,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3835,C01006,Mohamed Sefrioui,25-34,m,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
3836,C02110,Rachid El Ouazzani,25-34,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3837,C03585,Fatima El Idrissi,18-24,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3838,C06375,Ali Bouzid,35-44,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3839,C06963,Reda Tahiri,45-54,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3840,C02793,Loubna Amrani,25-34,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3841,C05302,Fatima Benkirane,25-34,f,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3842,C02170,Adil Fassi Fihri,45-54,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3843,C02531,Hanane Filali,18-24,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3844,C01911,Amine Ziani,45-54,f,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
3845,C02999,Imad El Amrani,45-54,m,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
3846,C06312,Wafae Amrani,25-34,f,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3847,C07169,Soufiane Tazi,55-64,f,Kénitra,marketplace,2026-05-08,9999-12-31,True,Bronze,
3848,C02670,Sanae Kettani,25-34,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3849,C01421,Reda Chraibi,25-34,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
3850,C05272,Dounia Ouahbi,55-64,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3851,C07471,Mohamed Ziani,35-44,f,Oujda,mobile,2026-05-08,9999-12-31,True,Bronze,
3852,C07032,Brahim El Ouazzani,45-54,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3853,C07029,Ghita Cherkaoui,55-64,m,Meknès,mobile,2026-05-08,9999-12-31,True,Bronze,
3854,C06022,Mehdi Benjelloun,18-24,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3855,C02688,Salma Tahiri,45-54,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3856,C07841,Hamza Bouazza,45-54,f,Oujda,marketplace,2026-05-08,9999-12-31,True,Bronze,
3857,C06952,Hind El Mansouri,55-64,m,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
3858,C07637,Said Tazi,25-34,m,Agadir,mobile,2026-05-08,9999-12-31,True,Bronze,
3859,C07314,Imad El Mansouri,18-24,m,Meknès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3860,C05497,Loubna El Mansouri,55-64,m,Nador,referral,2026-05-08,9999-12-31,True,Bronze,
3861,C03049,Driss El Mansouri,55-64,m,Meknès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3862,C02459,Said Naciri,35-44,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3863,C07246,Karim Sefrioui,25-34,m,Tétouan,web,2026-05-08,9999-12-31,True,Bronze,
3864,C04423,Rim Benjelloun,18-24,f,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3865,C06499,Nadia Amrani,55-64,m,El Jadida,mobile,2026-05-08,9999-12-31,True,Bronze,
3866,C05709,Omar Benali,55-64,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3867,C05522,Nawal Bouazza,25-34,f,Mohammedia,marketplace,2026-05-08,9999-12-31,True,Bronze,
3868,C02226,Samira Bennani,35-44,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3869,C02171,Khadija El Ouazzani,55-64,m,Béni Mellal,marketplace,2026-05-08,9999-12-31,True,Bronze,
3870,C01478,Adil Benali,35-44,f,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
3871,C07813,Nabil Bouazza,35-44,f,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
3872,C07486,Khalid Kettani,55-64,f,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3873,C02711,Reda Chraibi,45-54,m,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
3874,C07045,Wafae Bouzid,45-54,m,Safi,mobile,2026-05-08,9999-12-31,True,Bronze,
3875,C00836,Ahmed Skalli,55-64,f,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3876,C00313,Karim Tahiri,18-24,m,Agadir,marketplace,2026-05-08,9999-12-31,True,Bronze,
3877,C02704,Hanane Benali,25-34,m,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
3878,C06145,Ahmed Bennani,35-44,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3879,C00005,Zakaria Ouahbi,18-24,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3880,C02267,Hind Ouahbi,25-34,f,Mohammedia,referral,2026-05-08,9999-12-31,True,Bronze,
3881,C05165,Sara Kettani,25-34,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3882,C04983,Sara Amrani,18-24,f,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3883,C07968,Ahmed Skalli,35-44,m,Mohammedia,marketplace,2026-05-08,9999-12-31,True,Bronze,
3884,C01686,Samira Amrani,55-64,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
3885,C02907,Sara El Ouazzani,45-54,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3886,C03100,Ali Filali,25-34,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3887,C07686,Karim Filali,25-34,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3888,C01168,Ali Bouzid,45-54,f,Béni Mellal,marketplace,2026-05-08,9999-12-31,True,Bronze,
3889,C04838,Hind Berrada,35-44,m,Tétouan,mobile,2026-05-08,9999-12-31,True,Bronze,
3890,C04961,Amina Benali,45-54,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3891,C02908,Nabil Cherkaoui,35-44,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3892,C03730,Asmae Tazi,35-44,m,Marrakech,referral,2026-05-08,9999-12-31,True,Bronze,
3893,C05245,Imad Chraibi,18-24,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3894,C00633,Mustapha Filali,45-54,f,Béni Mellal,social_media,2026-05-08,9999-12-31,True,Bronze,
3895,C00662,Hassan Fassi Fihri,35-44,f,Agadir,web,2026-05-08,9999-12-31,True,Bronze,
3896,C06500,Khalid El Amrani,45-54,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3897,C05162,Nadia Tazi,45-54,f,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
3898,C02347,Ahmed Filali,25-34,f,El Jadida,web,2026-05-08,9999-12-31,True,Bronze,
3899,C02205,Houda Chraibi,35-44,m,El Jadida,mobile,2026-05-08,9999-12-31,True,Bronze,
3900,C03920,Hamza Chraibi,25-34,f,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
3901,C07435,Amina Amrani,35-44,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3902,C01098,Sanae Tahiri,55-64,m,Safi,referral,2026-05-08,9999-12-31,True,Bronze,
3903,C05580,Wafae Ziani,55-64,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3904,C01907,Youssef Haddad,35-44,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3905,C03221,Fatima Sefrioui,Non renseigné,m,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
3906,C03769,Meryem Bennani,45-54,m,Agadir,referral,2026-05-08,9999-12-31,True,Bronze,
3907,C03998,Loubna Rahmouni,55-64,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3908,C04865,Nabil Lahlou,45-54,m,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3909,C02715,Asmae Bouzid,25-34,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3910,C05640,Salma Cherkaoui,25-34,f,Safi,marketplace,2026-05-08,9999-12-31,True,Bronze,
3911,C06804,Loubna Ziani,25-34,m,Béni Mellal,marketplace,2026-05-08,9999-12-31,True,Bronze,
3912,C00911,Amine El Idrissi,45-54,f,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
3913,C05502,Hassan Berrada,18-24,m,Tétouan,web,2026-05-08,9999-12-31,True,Bronze,
3914,C07734,Samira Ouahbi,45-54,f,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
3915,C07457,Loubna Benjelloun,25-34,m,Tétouan,social_media,2026-05-08,9999-12-31,True,Bronze,
3916,C04124,Meryem Fassi Fihri,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3917,C04198,Karim Lahlou,18-24,f,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
3918,C02578,Khalid Lahlou,35-44,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3919,C04781,Laila El Ouazzani,45-54,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3920,C00266,Laila Alaoui,25-34,f,Nador,referral,2026-05-08,9999-12-31,True,Bronze,
3921,C02432,Omar Naciri,18-24,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
3922,C04748,Loubna El Idrissi,35-44,m,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
3923,C04546,Ahmed Naciri,45-54,m,Béni Mellal,mobile,2026-05-08,9999-12-31,True,Bronze,
3924,C06674,Hassan Benali,Non renseigné,m,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
3925,C01874,Omar Berrada,25-34,m,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
3926,C05244,Amina Lahlou,35-44,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3927,C00059,Mohamed Rahmouni,45-54,f,Safi,mobile,2026-05-08,9999-12-31,True,Bronze,
3928,C00344,Dounia Lahlou,25-34,f,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
3929,C06903,Sanae Rahmouni,55-64,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3930,C02040,Mohamed Bouzid,45-54,f,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3931,C06391,Hassan Chraibi,45-54,m,Rabat,social_media,2026-05-08,9999-12-31,True,Bronze,
3932,C03571,Rachid Bouazza,25-34,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3933,C04116,Ahmed Ouahbi,18-24,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3934,C01643,Brahim Skalli,55-64,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3935,C02700,Khadija Lahlou,18-24,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
3936,C07663,Reda Skalli,25-34,f,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
3937,C01161,Nadia Bennani,Non renseigné,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3938,C05083,Hind Benkirane,45-54,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3939,C07256,Omar Benali,35-44,f,Casablanca,web,2026-05-08,9999-12-31,True,Bronze,
3940,C03955,Nadia Bouazza,35-44,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3941,C01017,Samira Haddad,35-44,f,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
3942,C02399,Zineb Benjelloun,45-54,m,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3943,C01586,Youssef Bouazza,Non renseigné,f,Tétouan,social_media,2026-05-08,9999-12-31,True,Bronze,
3944,C03658,Mohamed Bouazza,18-24,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3945,C06280,Mehdi Filali,35-44,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
3946,C02974,Karim Lahlou,18-24,m,Nador,marketplace,2026-05-08,9999-12-31,True,Bronze,
3947,C03256,Nabil Amrani,55-64,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3948,C03260,Rim Kettani,18-24,m,Safi,web,2026-05-08,9999-12-31,True,Bronze,
3949,C06118,Sanae Chraibi,25-34,m,Marrakech,referral,2026-05-08,9999-12-31,True,Bronze,
3950,C03370,Karim Filali,25-34,m,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
3951,C07221,Khalid Ouahbi,45-54,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3952,C05600,Mehdi Kettani,25-34,m,Agadir,social_media,2026-05-08,9999-12-31,True,Bronze,
3953,C07911,Asmae Amrani,35-44,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3954,C05939,Mehdi Ouahbi,35-44,f,Mohammedia,mobile,2026-05-08,9999-12-31,True,Bronze,
3955,C01922,Fatima Benkirane,25-34,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3956,C07579,Ali Cherkaoui,65+,f,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3957,C00265,Nadia El Mansouri,35-44,f,Rabat,mobile,2026-05-08,9999-12-31,True,Bronze,
3958,C03710,Adil Alaoui,55-64,f,Rabat,marketplace,2026-05-08,9999-12-31,True,Bronze,
3959,C06740,Rachid Sefrioui,35-44,m,Oujda,referral,2026-05-08,9999-12-31,True,Bronze,
3960,C04526,Rim El Amrani,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3961,C00021,Reda El Amrani,18-24,f,Nador,social_media,2026-05-08,9999-12-31,True,Bronze,
3962,C02028,Rim Fassi Fihri,45-54,f,El Jadida,referral,2026-05-08,9999-12-31,True,Bronze,
3963,C04518,Sanae Cherkaoui,55-64,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
3964,C00372,Youssef El Idrissi,45-54,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3965,C02426,Hind El Ouazzani,35-44,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
3966,C01139,Said Ouahbi,55-64,m,Mohammedia,marketplace,2026-05-08,9999-12-31,True,Bronze,
3967,C03278,Mohamed Cherkaoui,25-34,f,Safi,web,2026-05-08,9999-12-31,True,Bronze,
3968,C06341,Said Filali,65+,f,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3969,C05553,Said Ziani,25-34,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3970,C07267,Ghita Tazi,55-64,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
3971,C02238,Nawal Bouazza,18-24,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
3972,C03170,Soufiane Benali,55-64,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3973,C01197,Driss El Amrani,25-34,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
3974,C01640,Hamza Tahiri,45-54,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
3975,C05234,Mustapha El Idrissi,25-34,f,Fès,mobile,2026-05-08,9999-12-31,True,Bronze,
3976,C07002,Nawal Berrada,18-24,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3977,C07860,Nabil Ziani,45-54,m,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3978,C04590,Omar Ziani,45-54,f,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3979,C06767,Ilham Ouahbi,45-54,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3980,C05011,Mohamed Lahlou,55-64,m,Casablanca,mobile,2026-05-08,9999-12-31,True,Bronze,
3981,C01409,Sara Benali,25-34,m,Meknès,referral,2026-05-08,9999-12-31,True,Bronze,
3982,C07427,Meryem Chraibi,55-64,f,Safi,marketplace,2026-05-08,9999-12-31,True,Bronze,
3983,C00903,Omar El Ouazzani,55-64,f,El Jadida,social_media,2026-05-08,9999-12-31,True,Bronze,
3984,C01946,Mohamed Berrada,45-54,m,Meknès,mobile,2026-05-08,9999-12-31,True,Bronze,
3985,C07553,Ghita Bouazza,45-54,m,Marrakech,web,2026-05-08,9999-12-31,True,Bronze,
3986,C05339,Hassan Fassi Fihri,45-54,m,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
3987,C03573,Amine Benkirane,18-24,m,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
3988,C06723,Driss Sefrioui,25-34,m,Béni Mellal,web,2026-05-08,9999-12-31,True,Bronze,
3989,C05290,Khadija El Idrissi,18-24,f,Tanger,referral,2026-05-08,9999-12-31,True,Bronze,
3990,C06640,Soufiane Bouzid,25-34,m,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
3991,C05006,Meryem Rahmouni,45-54,m,Marrakech,marketplace,2026-05-08,9999-12-31,True,Bronze,
3992,C06438,Wafae Amrani,45-54,f,Marrakech,social_media,2026-05-08,9999-12-31,True,Bronze,
3993,C04554,Driss Ziani,25-34,m,Rabat,web,2026-05-08,9999-12-31,True,Bronze,
3994,C03035,Rim Bouzid,35-44,m,Tanger,web,2026-05-08,9999-12-31,True,Bronze,
3995,C03135,Imad Benjelloun,45-54,m,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
3996,C02603,Soufiane Ziani,25-34,m,Safi,web,2026-05-08,9999-12-31,True,Bronze,
3997,C03888,Laila Cherkaoui,18-24,f,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
3998,C07920,Driss Fassi Fihri,25-34,f,Mohammedia,web,2026-05-08,9999-12-31,True,Bronze,
3999,C04723,Brahim El Amrani,55-64,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
4000,C02279,Driss Skalli,65+,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
4001,C04688,Amine Ouahbi,45-54,f,Marrakech,mobile,2026-05-08,9999-12-31,True,Bronze,
4002,C03123,Karim Cherkaoui,45-54,f,Fès,social_media,2026-05-08,9999-12-31,True,Bronze,
4003,C07227,Mohamed Kettani,18-24,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
4004,C06006,Zakaria El Ouazzani,35-44,f,Fès,referral,2026-05-08,9999-12-31,True,Bronze,
4005,C00992,Hind Alaoui,25-34,f,Mohammedia,mobile,2026-05-08,9999-12-31,True,Bronze,
4006,C03801,Karim Bouzid,35-44,m,Fès,web,2026-05-08,9999-12-31,True,Bronze,
4007,C07616,Brahim Skalli,25-34,f,Kénitra,mobile,2026-05-08,9999-12-31,True,Bronze,
4008,C04739,Rim Benkirane,35-44,f,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
4009,C05776,Mehdi El Idrissi,Non renseigné,m,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
4010,C07447,Nawal Bouazza,35-44,m,Mohammedia,web,2026-05-08,9999-12-31,True,Bronze,
4011,C07685,Meryem Filali,25-34,f,Casablanca,social_media,2026-05-08,9999-12-31,True,Bronze,
4012,C07464,Hanane El Amrani,25-34,m,Safi,mobile,2026-05-08,9999-12-31,True,Bronze,
4013,C00748,Rim Ziani,45-54,f,Rabat,referral,2026-05-08,9999-12-31,True,Bronze,
4014,C00051,Mohamed Benkirane,25-34,m,Mohammedia,social_media,2026-05-08,9999-12-31,True,Bronze,
4015,C03001,Amine Benjelloun,25-34,m,Kénitra,social_media,2026-05-08,9999-12-31,True,Bronze,
4016,C07617,Laila Berrada,25-34,f,El Jadida,mobile,2026-05-08,9999-12-31,True,Bronze,
4017,C03358,Zakaria Fassi Fihri,45-54,f,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
4018,C02240,Rachid Fassi Fihri,35-44,f,Tanger,social_media,2026-05-08,9999-12-31,True,Bronze,
4019,C00329,Karim Haddad,35-44,f,Fès,marketplace,2026-05-08,9999-12-31,True,Bronze,
4020,C01766,Adil Benkirane,45-54,m,Casablanca,marketplace,2026-05-08,9999-12-31,True,Bronze,
4021,C07258,Amine Haddad,45-54,m,Tanger,marketplace,2026-05-08,9999-12-31,True,Bronze,
4022,C01242,Dounia Haddad,18-24,m,Meknès,marketplace,2026-05-08,9999-12-31,True,Bronze,
4023,C00002,Salma El Amrani,65+,m,Béni Mellal,referral,2026-05-08,9999-12-31,True,Bronze,
4024,C04027,Rim Tahiri,65+,m,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
4025,C01859,Zakaria Benali,55-64,f,Oujda,web,2026-05-08,9999-12-31,True,Bronze,
4026,C05180,Wafae El Amrani,18-24,m,Tanger,mobile,2026-05-08,9999-12-31,True,Bronze,
4027,C07326,Driss El Amrani,45-54,m,Kénitra,referral,2026-05-08,9999-12-31,True,Bronze,
4028,C02557,Khalid Haddad,25-34,m,Casablanca,referral,2026-05-08,9999-12-31,True,Bronze,
4029,C02692,Adil El Ouazzani,55-64,f,Tétouan,marketplace,2026-05-08,9999-12-31,True,Bronze,
